"country","year","Yt","DR.2.Yt","DR.3.Yt"
"Qatar",2031,383278919174.805,290477520293.778,253392518061.379
"Qatar",2032,391833530348.646,291138084752.447,251503032844.913
"Qatar",2033,400388141522.486,291661065552.877,249508652652.597
"Qatar",2034,408942752696.328,292051604167.074,247417090790.309
"Qatar",2035,417497363870.168,292314693337.132,245235700231.35
"Qatar",2036,426051975044.01,292455180931.062,242971488063.222
"Qatar",2037,434606586217.85,292477773704.568,240631129398.516
"Qatar",2038,443161197391.691,292387040971.029,238220980768.897
"Qatar",2039,451715808565.531,292187418181.785,235747093020.464
"Qatar",2040,460270419739.373,291883210418.891,233215223728.212
"Qatar",2041,468825030913.213,291478595802.338,230630849146.623
"Qatar",2042,477379642087.055,290977628813.801,227999175712.915
"Qatar",2043,485934253260.895,290384243538.846,225325151118.844
"Qatar",2044,494488864434.736,289702256829.532,222613474966.447
"Qatar",2045,503043475608.576,288935371389.272,219868609022.562
"Qatar",2046,511598086782.418,288087178781.799,217094787086.467
"Qatar",2047,520152697956.258,287161162366.011,214296024484.455
"Qatar",2048,528707309130.1,286160700158.462,211476127204.742
"Qatar",2049,537261920303.941,285089067625.193,208638700685.563
"Qatar",2050,545816531477.781,283949440404.587,205787158268.939
"Romania",2015,467241846481.208,486118417079.049,495696874931.914
"Romania",2016,480604648009.887,490216740970.085,495022787450.184
"Romania",2017,519992497484.906,519992497484.906,519992497484.906
"Romania",2018,551820874298.368,541000857155.263,535748421648.901
"Romania",2019,573470263174.455,551201713931.618,540550724078.099
"Romania",2020,573442781220.594,540367940328.94,524781378350.305
"Romania",2021,591376642427.117,546340606165.209,525430487236.361
"Romania",2022,609310503633.641,551871295893.972,525596592851.918
"Romania",2023,627244364840.172,556975045615.628,525307280647.182
"Romania",2024,645178226046.695,561666471705.019,524588938902.131
"Romania",2025,663112087253.219,565959781490.399,523466805062.879
"Romania",2026,681045948459.742,569868783674.928,521965010394.381
"Romania",2027,698979809666.266,573406898506.781,520106623008.34
"Romania",2028,716913670872.797,576587167703.682,517913689323.031
"Romania",2029,734847532079.32,579422264137.566,515407274009.895
"Romania",2030,752781393285.844,581924501285.038,512607498479.927
"Romania",2031,770715254492.367,584105842448.972,509533577960.932
"Romania",2032,788649115698.898,585977909756.701,506203857215.194
"Romania",2033,806582976905.422,587551992939.92,502635844945.2
"Romania",2034,824516838111.945,588839057901.513,498846246933.657
"Romania",2035,842450699318.469,589849755074.171,494850997962.235
"Romania",2036,860384560524.992,590594427575.736,490665292552.122
"Romania",2037,878318421731.523,591083119166.028,486303614567.952
"Romania",2038,896252282938.047,591325582009.762,481779765725.191
"Romania",2039,914186144144.57,591331284250.179,477106893039.817
"Romania",2040,932120005351.094,591109417397.735,472297515257.642
"Romania",2041,950053866557.617,590668903538.254,467363548299.486
"Romania",2042,967987727764.148,590018402364.772,462316329757.096
"Romania",2043,985921588970.672,589166318037.174,457166642473.492
"Romania",2044,1003855450177.2,588120805873.766,451924737240.363
"Romania",2045,1021789311383.72,586889778878.608,446600354643.841
"Romania",2046,1039723172590.25,585480914108.612,441202746089.126
"Romania",2047,1057657033796.77,583901658884.039,435740694033.137
"Romania",2048,1075590895003.3,582159236846.246,430222531453.615
"Romania",2049,1093524756209.82,580260653866.106,424656160581.869
"Romania",2050,1111458617416.34,578212703806.815,419049070925.663
"Russian Federation",2015,3800780371891.82,3954331898916.25,4032247896540.03
"Russian Federation",2016,3808142106102.6,3884304948224.65,3922386369285.68
"Russian Federation",2017,3877670786299.52,3877670786299.52,3877670786299.52
"Russian Federation",2018,3986526521485.93,3908359334790.13,3870414098530.03
"Russian Federation",2019,4074153392760.97,3915949051096.67,3840280321199.9
"Russian Federation",2020,4085177687477.77,3849554175503.55,3738516287670.91
"Russian Federation",2021,4133782693714.91,3818976233776.08,3672812382263.72
"Russian Federation",2022,4182387699952.05,3788117398500.25,3607764369678.92
"Russian Federation",2023,4230992706189.19,3757000441334.51,3543389781576.82
"Russian Federation",2024,4279597712426.33,3725647348925.56,3479704571938.28
"Russian Federation",2025,4328202718663.45,3694079344938.12,3416723194095.61
"Russian Federation",2026,4376807724900.59,3662316911522.7,3354458674614.65
"Russian Federation",2027,4425412731137.73,3630379810234.7,3292922684146.08
"Russian Federation",2028,4474017737374.88,3598287102418.4,3232125605359.87
"Russian Federation",2029,4522622743612.02,3566057169068.46,3172076598072.61
"Russian Federation",2030,4571227749849.14,3533707730181.9,3112783661673.77
"Russian Federation",2031,4619832756086.28,3501255863612.67,3054253694952.74
"Russian Federation",2032,4668437762323.42,3468718023440.94,2996492553425.28
"Russian Federation",2033,4717042768560.56,3436110057868.94,2939505104254.26
"Russian Federation",2034,4765647774797.7,3403447226654.84,2883295278856.15
"Russian Federation",2035,4814252781034.84,3370744218095.87,2827866123281.56
"Russian Federation",2036,4862857787271.97,3338015165571.62,2773219846454.76
"Russian Federation",2037,4911462793509.11,3305273663658.45,2719357866354.28
"Russian Federation",2038,4960067799746.25,3272532783825.08,2666280854213.45
"Russian Federation",2039,5008672805983.39,3239805089720.03,2613988776817.27
"Russian Federation",2040,5057277812220.53,3207102652060.53,2562480936968.72
"Russian Federation",2041,5105882818457.66,3174437063132.88,2511756012195.58
"Russian Federation",2042,5154487824694.8,3141819450913.64,2461812091765.65
"Russian Federation",2043,5203092830931.94,3109260492820.97,2412646712076.22
"Russian Federation",2044,5251697837169.08,3076770429105.29,2364256890481.07
"Russian Federation",2045,5300302843406.22,3044359075887.95,2316639157615.96
"Russian Federation",2046,5348907849643.34,3012035837856.71,2269789588281.47
"Russian Federation",2047,5397512855880.48,2979809720626.44,2223703830939.64
"Russian Federation",2048,5446117862117.62,2947689342773.19,2178377135879.16
"Russian Federation",2049,5494722868354.77,2915682947549.85,2133804382101.45
"Russian Federation",2050,5543327874591.91,2883798414291.15,2089980102978.44
"Rwanda",2015,23287635874.9371,24228456364.2846,24705852899.7208
"Rwanda",2016,24678081288.7812,25171642914.5568,25418423727.4446
"Rwanda",2017,25645010697.4709,25645010697.4709,25645010697.4709
"Rwanda",2018,27829059628.6057,27283391792.7507,27018504493.7919
"Rwanda",2019,30458178085.3982,29275449909.0717,28709754062.9637
"Rwanda",2020,30839625722.6377,29060868107.513,28222626257.645
"Rwanda",2021,32323187268.3354,29861628712.4501,28718733235.2693
"Rwanda",2022,33806748814.0337,30619813981.0513,29161998498.4544
"Rwanda",2023,35290310359.7314,31336785667.9104,29555079339.7551
"Rwanda",2024,36773871905.4297,32013868494.3161,29900523085.5327
"Rwanda",2025,38257433451.1274,32652351076.9837,30200771247.4708
"Rwanda",2026,39740994996.8257,33253486834.6129,30458163525.5516
"Rwanda",2027,41224556542.5234,33818494872.7663,30674941667.6076
"Rwanda",2028,42708118088.2217,34348560847.5883,30853253190.4238
"Rwanda",2029,44191679633.9194,34844837808.8363,30995154967.1646
"Rwanda",2030,45675241179.6177,35308447022.7204,31102616685.7722
"Rwanda",2031,47158802725.3154,35740478775.0027,31177524182.7936
"Rwanda",2032,48642364271.0137,36141993154.8304,31221682656.9734
"Rwanda",2033,50125925816.7114,36514020819.7337,31236819766.7745
"Rwanda",2034,51609487362.4097,36857563742.2402,31224588615.8757
"Rwanda",2035,53093048908.1074,37173595938.5197,31186570630.5298
"Rwanda",2036,54576610453.8057,37463064179.4891,31124278332.563
"Rwanda",2037,56060171999.5034,37726888684.7728,31039158011.6407
"Rwanda",2038,57543733545.2017,37965963799.9306,30932592300.3272
"Rwanda",2039,59027295090.8994,38181158657.3292,30805902655.3238
"Rwanda",2040,60510856636.5977,38373317821.0508,30660351748.1763
"Rwanda",2041,61994418182.2954,38543261916.1997,30497145768.6106
"Rwanda",2042,63477979727.9937,38691788242.9804,30317436643.5685
"Rwanda",2043,64961541273.6914,38819671375.894,30122324174.8895
"Rwanda",2044,66445102819.3896,38927663748.4079,29912858098.5051
"Rwanda",2045,67928664365.0874,39016496223.4312,29690040067.896
"Rwanda",2046,69412225910.7856,39086878649.9347,29454825564.4837
"Rwanda",2047,70895787456.4834,39139500406.0317,29208125737.525
"Rwanda",2048,72379349002.1816,39175030928.8448,28950809175.9997
"Rwanda",2049,73862910547.8799,39194120231.4607,28683703614.8876
"Rwanda",2050,75346472093.5776,39197399407.2807,28407597578.1588
"Samoa",2015,1254620671.494,1305307346.62236,1331027070.38798
"Samoa",2016,1354787865.55104,1381883622.86206,1395431501.51757
"Samoa",2017,1373840008.85773,1373840008.85773,1373840008.85773
"Samoa",2018,1365464433.03865,1338690620.62613,1325693624.30937
"Samoa",2019,1426252983.1578,1370869841.55882,1344380227.31436
"Samoa",2020,1424973634.48108,1342784481.9122,1304052736.39352
"Samoa",2021,1450846176.88826,1340357604.38627,1289058036.68321
"Samoa",2022,1476718719.29544,1337509641.51846,1273830539.32878
"Samoa",2023,1502591261.70261,1334258039.51496,1258396525.90636
"Samoa",2024,1528463804.10979,1330619722.31072,1242780944.51724
"Samoa",2025,1554336346.51698,1326611105.34306,1227007465.17029
"Samoa",2026,1580208888.92415,1322248108.98607,1211098533.0696
"Samoa",2027,1606081431.33133,1317546171.65371,1195075419.88226
"Samoa",2028,1631953973.73851,1312520262.5793,1178958273.0586
"Samoa",2029,1657826516.14569,1307184894.27919,1162766163.275
"Samoa",2030,1683699058.55286,1301554134.70803,1146517130.06682
"Samoa",2031,1709571600.96004,1295641619.11303,1130228225.71653
"Samoa",2032,1735444143.36723,1289460561.59416,1113915557.45992
"Samoa",2033,1761316685.7744,1283023766.37739,1097594328.07135
"Samoa",2034,1787189228.18158,1276343638.80789,1081278874.88648
"Samoa",2035,1813061770.58876,1269432196.06949,1064982707.31907
"Samoa",2036,1838934312.99593,1262301077.63732,1048718542.92657
"Samoa",2037,1864806855.40311,1254961555.46968,1032498342.07716
"Samoa",2038,1890679397.8103,1247424543.94543,1016333341.26911
"Samoa",2039,1916551940.21748,1239700609.55305,1000234085.15147
"Samoa",2040,1942424482.62465,1231799980.33716,984210457.293728
"Samoa",2041,1968297025.03183,1223732555.10839,968271709.749848
"Samoa",2042,1994169567.43901,1215507912.4221,952426491.460985
"Samoa",2043,2020042109.84618,1207135319.33169,936682875.539425
"Samoa",2044,2045914652.25336,1198623739.92171,921048385.474819
"Samoa",2045,2071787194.66055,1189981843.62612,905530020.302297
"Samoa",2046,2097659737.06773,1181218013.33676,890134278.770768
"Samoa",2047,2123532279.4749,1172340353.30725,874867182.54829
"Samoa",2048,2149404821.88208,1163356696.85701,859734298.50006
"Samoa",2049,2175277364.28926,1154274613.88029,844740760.073366
"Samoa",2050,2201149906.69643,1145101418.16491,829891287.822669
"San Marino",2015,1864256202.97901,1939572153.57936,1977789405.74043
"San Marino",2016,1907961934.65739,1946121173.35054,1965200792.69711
"San Marino",2017,1912889541.4453,1912889541.4453,1912889541.4453
"San Marino",2018,1941466300.03574,1903398333.36837,1884918737.89878
"San Marino",2019,1981570881.03594,1904624068.662,1867820606.12305
"San Marino",2020,1878766164.31788,1770403318.02802,1719337185.15044
"San Marino",2021,1869877353.53235,1727477640.29142,1661361809.80436
"San Marino",2022,1860988542.74683,1685554659.90628,1605305064.6117
"San Marino",2023,1852099731.96131,1644611558.93636,1551104367.32561
"San Marino",2024,1843210921.17578,1604626028.7619,1498699153.62339
"San Marino",2025,1834322110.39026,1565576258.87921,1448030812.6483
"San Marino",2026,1825433299.60473,1527440925.94356,1399042624.5943
"San Marino",2027,1816544488.81921,1490199183.05042,1351679700.26956
"San Marino",2028,1807655678.03369,1453830649.24962,1305888922.5761
"San Marino",2029,1798766867.24816,1418315399.28757,1261618889.8456
"San Marino",2030,1789878056.46264,1383633953.5727,1218819860.97262
"San Marino",2031,1780989245.67712,1349767268.35903,1177443702.28861
"San Marino",2032,1772100434.89159,1316696726.14351,1137443836.12209
"San Marino",2033,1763211624.10607,1284404126.27234,1098775190.99151
"San Marino",2034,1754322813.32054,1252871675.75169,1061394153.37959
"San Marino",2035,1745434002.53502,1222081980.25867,1025258521.03918
"San Marino",2036,1736545191.7495,1192018035.34793,990327457.782174
